Teil,TA,Bezeichnung,Aktivität,RMNr,rMenge,Sollte,IstteSek,Solltrsek,Isttrsek,Zustand,tges
08-0340,18,Modularkabel 8pol 5m schwarz 2x 8P8C Stecker 1:1 gewickelt mit Gummiring,Kabelfertigung,58675,4,240,0,300,252.0,false,252.0
08-0340,18,Modularkabel 8pol 5m schwarz 2x 8P8C Stecker 1:1 gewickelt mit Gummiring,Kabelfertigung,59921,1,60,128,300,300.0,false,428.0
08-0350,6,Modularkabel 8pol 10m schwarz 2x 8P8C Stecker 1:1 gewickelt mit Kabelbinder,Kabelfertigung,65214,5,600,1789,300,300.0,false,2089.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,43079,125,250,12267,300,300.0,false,12567.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,44443,138,276,11886,300,300.0,false,12186.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,47569,100,12000,7280,300,300.0,false,7580.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,48566,100,12000,10607,300,300.0,false,10907.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,49812,200,24000,9530,300,300.0,false,9830.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,50074,202,24240,7137,300,300.0,false,7437.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,52416,200,24000,16263,300,300.0,false,16563.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,53375,100,12000,7821,300,300.0,false,8121.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,55298,150,18000,36095,300,300.0,false,36395.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,58984,100,12000,13676,300,300.0,false,13976.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,59777,185,22200,26219,300,300.0,false,26519.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,61957,100,12000,0,300,72.0,false,72.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,62820,186,22320,10307,300,300.0,false,10607.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,64972,96,11520,8897,300,300.0,false,9197.0
08-0354,1,"Einzelleitung Silikon 1,0mm² 1,1m blau 1:offen 2:3verz",Kabelfertigung,66244,96,11520,8782,300,300.0,false,9082.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,43080,140,280,9354,300,300.0,false,9654.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,44264,100,200,5950,300,300.0,false,6250.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,47570,100,12000,8285,300,300.0,false,8585.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,48440,100,12000,16064,300,300.0,false,16364.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,49532,200,24000,10694,300,300.0,false,10994.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,50075,200,24000,15622,300,300.0,false,15922.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,52417,200,24000,7775,300,300.0,false,8075.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,54378,200,24000,9493,300,300.0,false,9793.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,56674,100,12000,14015,300,300.0,false,14315.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,58985,100,12000,14027,300,300.0,false,14327.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,60000,50,6000,9742,300,300.0,false,10042.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,60662,100,12000,8400,300,300.0,false,8700.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,61982,200,24000,12789,300,300.0,false,13089.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,63556,177,21240,11082,300,300.0,false,11382.0
08-0355,1,"Einzelleitung LiY 0,75mm² 1,5m schwarz 1:offen 2:FSH(09-0001)",Kabelfertigung,66245,96,11520,6331,300,300.0,false,6631.0
08-0361,1,Einzelleitung H07V-K 6mm² 200mm rot 1:Ring(09-0136) 2:12geritzt,Kabelfertigung,44702,10,30,1261,300,300.0,false,1561.0
08-0361,1,Einzelleitung H07V-K 6mm² 200mm rot 1:Ring(09-0136) 2:12geritzt,Kabelfertigung,45777,100,300,11640,300,300.0,false,11940.0
08-0361,1,Einzelleitung H07V-K 6mm² 200mm rot 1:Ring(09-0136) 2:12geritzt,Kabelfertigung,49299,102,18360,13853,300,300.0,false,14153.0
08-0361,1,Einzelleitung H07V-K 6mm² 200mm rot 1:Ring(09-0136) 2:12geritzt,Kabelfertigung,52113,100,18000,7380,300,300.0,false,7680.0
08-0362,1,Einzelleitung H07V-K 6mm² 220mm schwarz 1:Ring(09-0136) 2:12geritzt,Kabelfertigung,44703,50,150,6686,300,300.0,false,6986.0
08-0362,1,Einzelleitung H07V-K 6mm² 220mm schwarz 1:Ring(09-0136) 2:12geritzt,Kabelfertigung,48441,110,19800,10782,300,300.0,false,11082.0
08-0362,1,Einzelleitung H07V-K 6mm² 220mm schwarz 1:Ring(09-0136) 2:12geritzt,Kabelfertigung,51109,100,18000,18387,300,300.0,false,18687.0
08-0362,1,Einzelleitung H07V-K 6mm² 220mm schwarz 1:Ring(09-0136) 2:12geritzt,Kabelfertigung,52114,100,18000,9370,300,300.0,false,9670.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,49297,200,48000,23414,300,300.0,false,23714.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,50287,200,48000,8687,300,300.0,false,8987.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,51690,200,48000,11781,300,300.0,false,12081.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,52818,200,48000,9990,300,300.0,false,10290.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,53764,121,29040,17127,300,300.0,false,17427.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,55307,100,24000,7133,300,300.0,false,7433.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,57547,200,48000,29190,300,300.0,false,29490.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,58882,200,48000,11744,300,0.0,false,11744.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,59696,200,48000,11143,300,300.0,false,11443.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,60398,300,72000,32558,300,300.0,false,32858.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,61339,300,72000,18153,300,300.0,false,18453.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,63506,100,24000,8890,300,300.0,false,9190.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,64438,93,22320,14384,300,300.0,false,14684.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,65889,200,48000,13151,300,300.0,false,13451.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,66529,100,24000,6140,300,300.0,false,6440.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,67017,120,28800,7643,300,300.0,false,7943.0
08-0369,1,"Flachbandkabel RM1,27 6pol 90mm 2x Micromatch Stecker 1:1",Kabelfertigung,67196,200,48000,14774,300,300.0,false,15074.0
08-0372,1,"Einzelleitung Silikon 1,0mm² 970mm blau 1:5verz 2:Silikonkappe+Ferrit",Kabelfertigung,43081,201,804,20726,300,300.0,false,21026.0
08-0372,1,"Einzelleitung Silikon 1,0mm² 970mm blau 1:5verz 2:Silikonkappe+Ferrit",Kabelfertigung,43444,50,200,3425,300,300.0,false,3725.0
08-0372,1,"Einzelleitung Silikon 1,0mm² 970mm blau 1:5verz 2:Silikonkappe+Ferrit",Kabelfertigung,45669,200,800,26638,300,300.0,false,26938.0
08-0372,1,"Einzelleitung Silikon 1,0mm² 970mm blau 1:5verz 2:Silikonkappe+Ferrit",Kabelfertigung,46180,300,1200,17254,300,300.0,false,17554.0
08-0372,1,"Einzelleitung Silikon 1,0mm² 970mm blau 1:5verz 2:Silikonkappe+Ferrit",Kabelfertigung,46734,100,24000,16753,300,300.0,false,17053.0
08-0372,1,"Einzelleitung Silikon 1,0mm² 970mm blau 1:5verz 2:Silikonkappe+Ferrit",Kabelfertigung,48361,130,31200,20462,300,300.0,false,20762.0
08-0372,1,"Einzelleitung Silikon 1,0mm² 970mm blau 1:5verz 2:Silikonkappe+Ferrit",Kabelfertigung,49533,200,48000,27517,300,300.0,false,27817.0
08-0372,1,"Einzelleitung Silikon 1,0mm² 970mm blau 1:5verz 2:Silikonkappe+Ferrit",Kabelfertigung,50511,300,72000,14027,300,300.0,false,14327.0
08-0372,1,"Einzelleitung Silikon 1,0mm² 970mm blau 1:5verz 2:Silikonkappe+Ferrit",Kabelfertigung,51110,300,72000,23488,300,300.0,false,23788.0
08-0372,1,"Einzelleitung Silikon 1,0mm² 970mm blau 1:5verz 2:Silikonkappe+Ferrit",Kabelfertigung,54379,300,72000,22848,300,300.0,false,23148.0
08-0372,1,"Einzelleitung Silikon 1,0mm² 970mm blau 1:5verz 2:Silikonkappe+Ferrit",Kabelfertigung,58709,200,48000,24572,300,300.0,false,24872.0
08-0372,1,"Einzelleitung Silikon 1,0mm² 970mm blau 1:5verz 2:Silikonkappe+Ferrit",Kabelfertigung,61125,250,60000,17700,300,300.0,false,18000.0
08-0372,1,"Einzelleitung Silikon 1,0mm² 970mm blau 1:5verz 2:Silikonkappe+Ferrit",Kabelfertigung,63546,300,72000,19956,300,300.0,false,20256.0
08-0373,1,"Einzelleitung LiY 0,75mm² 100mm schwarz 1:(08-0373) 2:(09-0283)",Kabelfertigung,43638,20,100,2211,300,300.0,false,2511.0
08-0373,1,"Einzelleitung LiY 0,75mm² 100mm schwarz 1:(08-0373) 2:(09-0283)",Kabelfertigung,44100,20,100,1730,300,300.0,false,2030.0
08-0373,1,"Einzelleitung LiY 0,75mm² 100mm schwarz 1:(08-0373) 2:(09-0283)",Kabelfertigung,44444,20,100,2204,300,300.0,false,2504.0
08-0373,1,"Einzelleitung LiY 0,75mm² 100mm schwarz 1:(08-0373) 2:(09-0283)",Kabelfertigung,44766,50,250,8183,300,300.0,false,8483.0
08-0373,1,"Einzelleitung LiY 0,75mm² 100mm schwarz 1:(08-0373) 2:(09-0283)",Kabelfertigung,47572,100,30000,4610,300,300.0,false,4910.0
08-0373,1,"Einzelleitung LiY 0,75mm² 100mm schwarz 1:(08-0373) 2:(09-0283)",Kabelfertigung,49180,212,39600,20487,300,300.0,false,20787.0
08-0373,1,"Einzelleitung LiY 0,75mm² 100mm schwarz 1:(08-0373) 2:(09-0283)",Kabelfertigung,53376,100,30000,4770,300,300.0,false,5070.0
08-0373,1,"Einzelleitung LiY 0,75mm² 100mm schwarz 1:(08-0373) 2:(09-0283)",Kabelfertigung,57548,100,30000,7531,300,300.0,false,7831.0
08-0373,1,"Einzelleitung LiY 0,75mm² 100mm schwarz 1:(08-0373) 2:(09-0283)",Kabelfertigung,63833,100,30000,6880,300,300.0,false,7180.0
08-0379,1,"Mantelleitung H03VV-F 3x0,75mm 1,0m 1: 25/5 AE 2: 70 RingKS M4",Kabelfertigung,52488,46,16560,11108,300,300.0,false,11408.0
08-0387,1,"Einzelleitung Silikon 1,0mm² 1,5m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,46640,50,300,5847,300,300.0,false,6147.0
08-0387,1,"Einzelleitung Silikon 1,0mm² 1,5m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,48113,99,35640,24719,300,300.0,false,25019.0
08-0387,1,"Einzelleitung Silikon 1,0mm² 1,5m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,49765,50,18000,17070,300,300.0,false,17370.0
08-0387,1,"Einzelleitung Silikon 1,0mm² 1,5m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,55697,1,360,9321,300,300.0,false,9621.0
08-0387,1,"Einzelleitung Silikon 1,0mm² 1,5m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,56076,50,18000,7417,300,300.0,false,7717.0
08-0387,1,"Einzelleitung Silikon 1,0mm² 1,5m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,56344,50,18000,15299,300,300.0,false,15599.0
08-0387,1,"Einzelleitung Silikon 1,0mm² 1,5m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,58375,100,36000,15948,300,300.0,false,16248.0
08-0387,1,"Einzelleitung Silikon 1,0mm² 1,5m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,61983,100,36000,27985,300,300.0,false,28285.0
08-0387,1,"Einzelleitung Silikon 1,0mm² 1,5m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,63296,100,36000,25693,300,300.0,false,25993.0
08-0387,1,"Einzelleitung Silikon 1,0mm² 1,5m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,66722,100,36000,23469,300,300.0,false,23769.0
08-0388,1,"Einzelleitung Silikon 1,0mm² 3,0m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,46908,96,34560,27038,300,300.0,false,27338.0
08-0388,1,"Einzelleitung Silikon 1,0mm² 3,0m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,51111,100,36000,37497,300,300.0,false,37797.0
08-0388,1,"Einzelleitung Silikon 1,0mm² 3,0m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,52819,55,19800,10192,300,300.0,false,10492.0
08-0388,1,"Einzelleitung Silikon 1,0mm² 3,0m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,56101,2,720,6217,300,300.0,false,6517.0
08-0388,1,"Einzelleitung Silikon 1,0mm² 3,0m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,56345,44,15840,15066,300,300.0,false,15366.0
08-0388,1,"Einzelleitung Silikon 1,0mm² 3,0m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,58081,10,3600,360,300,300.0,false,660.0
08-0388,1,"Einzelleitung Silikon 1,0mm² 3,0m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,58515,10,3600,3974,300,300.0,false,4274.0
08-0388,1,"Einzelleitung Silikon 1,0mm² 3,0m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,60001,50,18000,17950,300,300.0,false,18250.0
08-0388,1,"Einzelleitung Silikon 1,0mm² 3,0m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,62668,100,36000,18998,300,300.0,false,19298.0
08-0388,1,"Einzelleitung Silikon 1,0mm² 3,0m blau 1: geschnitten 2: PVC-Kappe vergossen",Kabelfertigung,65721,50,18000,10374,300,300.0,false,10674.0
08-0393,1,"Modularkabel el. geprüft 8pol 2,5m schwarz 2x 8P8C Stecker 1:1 + PG 9 mit Kabelbinder",Modularkabel prüfen,54068,80,4800,2321,300,300.0,false,2621.0
08-0393,1,"Modularkabel el. geprüft 8pol 2,5m schwarz 2x 8P8C Stecker 1:1 + PG 9 mit Kabelbinder",Modularkabel prüfen,55465,56,3360,3268,300,300.0,false,3568.0
08-0393,1,"Modularkabel el. geprüft 8pol 2,5m schwarz 2x 8P8C Stecker 1:1 + PG 9 mit Kabelbinder",Modularkabel prüfen,58676,120,7200,1685,300,300.0,false,1985.0
08-0393,1,"Modularkabel el. geprüft 8pol 2,5m schwarz 2x 8P8C Stecker 1:1 + PG 9 mit Kabelbinder",Modularkabel prüfen,60596,293,17580,7197,300,300.0,false,7497.0
08-0393,1,"Modularkabel el. geprüft 8pol 2,5m schwarz 2x 8P8C Stecker 1:1 + PG 9 mit Kabelbinder",Modularkabel prüfen,61424,5,300,0,300,114.0,false,114.0
08-0394,1,"Modularkabel el. geprüft 6pol 0,3m schwarz 2x 6P6C Stecker 1:1 gewickelt mit Gummiring",Modularkabel prüfen,55018,66,3960,452,300,300.0,false,752.0
08-0394,1,"Modularkabel el. geprüft 6pol 0,3m schwarz 2x 6P6C Stecker 1:1 gewickelt mit Gummiring",Modularkabel prüfen,60326,70,4200,0,300,42.0,false,42.0
08-0394,1,"Modularkabel el. geprüft 6pol 0,3m schwarz 2x 6P6C Stecker 1:1 gewickelt mit Gummiring",Modularkabel prüfen,63121,66,3960,455,300,300.0,false,755.0
08-0394,1,"Modularkabel el. geprüft 6pol 0,3m schwarz 2x 6P6C Stecker 1:1 gewickelt mit Gummiring",Modularkabel prüfen,66594,90,5400,1472,300,300.0,false,1772.0
08-0396,1,"Modularkabel el. geprüft 6pol 0,5m schwarz 2x 6P6C Stecker 1:1 gewickelt mit Gummiring",Modularkabel prüfen,55051,260,15600,3904,300,300.0,false,4204.0
08-0396,1,"Modularkabel el. geprüft 6pol 0,5m schwarz 2x 6P6C Stecker 1:1 gewickelt mit Gummiring",Modularkabel prüfen,56866,260,15600,5215,300,300.0,false,5515.0
08-0397,1,"Modularkabel el. geprüft 6pol 2,5m schwarz 2x 6P6C Stecker 1:1 1xPG7 Verschraubung+Mutter",Modularkabel prüfen,45357,65,65,1093,300,300.0,false,1393.0
08-0397,1,"Modularkabel el. geprüft 6pol 2,5m schwarz 2x 6P6C Stecker 1:1 1xPG7 Verschraubung+Mutter",Modularkabel prüfen,52922,70,4200,2191,300,300.0,false,2491.0
08-0397,1,"Modularkabel el. geprüft 6pol 2,5m schwarz 2x 6P6C Stecker 1:1 1xPG7 Verschraubung+Mutter",Modularkabel prüfen,60605,70,4200,2033,300,300.0,false,2333.0
08-0401,1,"Modularkabel el. geprüft 6pol 1,5m schwarz 2x 6P6C Stecker 1:1 gewickelt mit Gummiring",Modularkabel prüfen,52481,83,4980,625,300,300.0,false,925.0
08-0401,1,"Modularkabel el. geprüft 6pol 1,5m schwarz 2x 6P6C Stecker 1:1 gewickelt mit Gummiring",Modularkabel prüfen,58122,112,6720,3948,300,300.0,false,4248.0
08-0401,1,"Modularkabel el. geprüft 6pol 1,5m schwarz 2x 6P6C Stecker 1:1 gewickelt mit Gummiring",Modularkabel prüfen,62331,100,6000,3184,300,300.0,false,3484.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,43291,446,446,5704,300,300.0,false,6004.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,43873,100,100,1804,300,300.0,false,2104.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,45358,333,333,6049,300,300.0,false,6349.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,45779,665,665,18195,300,0.0,false,18195.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,48491,197,11820,3569,300,300.0,false,3869.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,48710,150,9000,3267,300,300.0,false,3567.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,49317,800,48000,19891,300,300.0,false,20191.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,51334,250,15000,3548,300,300.0,false,3848.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,52251,254,15240,8998,300,300.0,false,9298.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,54069,329,19740,3255,300,300.0,false,3555.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,56675,300,18000,7037,300,300.0,false,7337.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,57170,10,600,0,300,12.0,false,12.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,60627,315,18900,7929,300,300.0,false,8229.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,61452,500,30000,7200,300,300.0,false,7500.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,64252,200,12000,1653,300,300.0,false,1953.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,64411,177,10620,1899,300,300.0,false,2199.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,65755,650,39000,11514,300,300.0,false,11814.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,66129,200,12000,2118,300,300.0,false,2418.0
08-0403,1,Modularkabel el. geprüft 6pol 1m schwarz 2x 6P6C Stecker 1:1,Modularkabel prüfen,66545,185,11100,1970,300,300.0,false,2270.0
08-0427,1,USB-Ladebuchse montiert Checkpanel 714 mit USB A/C,Kabelfertigung,52418,100,12000,12169,300,300.0,false,12469.0
08-0429,1,"Modularkabel el. geprüft 6pol 0,12m schwarz 2x 6P6C Stecker 1:1",Modularkabel prüfen,43871,25,25,90,300,300.0,false,390.0
08-0430,1,"Flachbandkabel RM1,27 6pol 120mm 2x Micromatch Stecker 1:1",Kabelfertigung,46460,200,800,17977,300,300.0,true,18277.0
08-0431,10,"Mantelleitung LIYY 3x0,5mm² 5,0m grau, Adern: gn ws bn 1:17/0 4pol AMP 172159-1 2:17/0 4pol AMP 172167-1",Kabelfertigung,52721,36,8640,15194,300,300.0,false,15494.0
08-0436a,1,"Einzelleitung H07V-K 2,5mm² 195mm braun 1: FSH6,3 blau 2: 3verz abisoliert und verzinnt",Kabelfertigung,66180,9,540,1801,300,300.0,true,2101.0
08-0437a,1,"Einzelleitung H07V-K 2,5mm² 195mm blau 1: FSH6,3 blau 2: 3verz abisoliert und verzinnt",Kabelfertigung,66181,9,540,1815,300,300.0,true,2115.0
08-0438a,1,"Einzelleitung H07V-K 2,5mm² 95mm schwarz 1: FSH6,3 blau 2: 3verz abisoliert und verzinnt",Kabelfertigung,66182,9,540,1877,300,300.0,true,2177.0
08-0439a,1,"Einzelleitung H07V-K 2,5mm² 95mm braun 1: FSH6,3 blau 2: 3verz abisoliert und verzinnt",Kabelfertigung,66183,9,540,1851,300,300.0,true,2151.0
08-0440a,1,"Einzelleitung H05V-K 0,5mm² 235mm braun 1: AE 2: 3verz abisoliert und verzinnt",Kabelfertigung,66184,18,1080,1796,300,300.0,true,2096.0
08-0441a,1,"Einzelleitung H05V-K 0,5mm² 235mm weiß 1: AE 2: 3verz abisoliert und verzinnt",Kabelfertigung,66185,9,540,1805,300,300.0,true,2105.0
08-0442a,1,"Einzelleitung H05V-K 0,5mm² 235mm rot 1: AE 2: 3verz abisoliert und verzinnt",Kabelfertigung,66186,9,540,1200,300,300.0,true,1500.0
08-0443a,1,"Einzelleitung H05V-K 0,5mm² 95mm braun 1: FSH6,3 rot 2: 3 verz abisoliert und verzinnt",Kabelfertigung,66187,9,540,1209,300,300.0,true,1509.0
087100477,9,VAC 1230 F 3A II Automatic Charger,Verpacken,44356,5,750,1390,0,0.0,true,1390.0
087100477,9,VAC 1230 F 3A II Automatic Charger,Verpacken,45407,10,1500,1436,0,0.0,true,1436.0
087100484,9,VAC 1230 F 2A II Automatic Charger DIN 14679:2024-02,Verpacken,52695,5,750,61,600,600.0,false,661.0
087100484,9,VAC 1230 F 2A II Automatic Charger DIN 14679:2024-02,Verpacken,53934,5,750,438,600,600.0,false,1038.0
087100485,9,VAC 2416 F 2A II ohne Netzanschlusskabel,Verpacken,47733,2,300,0,600,204.0,false,204.0
087100485,9,VAC 2416 F 2A II ohne Netzanschlusskabel,Verpacken,49439,9,1350,480,600,600.0,false,1080.0
087100485,9,VAC 2416 F 2A II ohne Netzanschlusskabel,Verpacken,49831,3,450,355,600,600.0,false,955.0
087100485,9,VAC 2416 F 2A II ohne Netzanschlusskabel,Verpacken,54665,4,600,574,600,600.0,false,1174.0
09-0033a,1,"Schraubklemme Lüsterklemme Typ 302/12 12pol 1,5mm² gekürzt auf 2 Pole",mech. bearbeiten,48178,100,1000,1273,300,300.0,false,1573.0
09-0060b,1,"Stiftleiste 087-1-050-0-F-XS0-1260 6pol gerade THT RM2,54 gekürzt auf 6 Stifte",mech. bearbeiten,59485,200,2000,3227,300,300.0,false,3527.0
09-0060c,1,"Stiftleiste 087-1-050-0-F-XS0-1260 20pol gerade THT RM2,54 gekürzt auf 20 Stifte",mech. bearbeiten,48066,500,5000,8109,300,300.0,false,8409.0
